tenant_name,apartment_number,lease_start_date,lease_end_date,payment_date,payment_status,delay_days,tenant_email,zip_code
Emma Clark,9C,15-12-2014,15-12-2024,23-05-2019,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,22-06-2019,Delayed,7,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,22-07-2019,Delayed,3,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,21-08-2019,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,20-09-2019,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,20-10-2019,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,19-11-2019,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,19-12-2019,Delayed,2,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,18-01-2020,Delayed,9,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,17-02-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,18-03-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,17-04-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,17-05-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,16-06-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,16-07-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,15-08-2020,Delayed,3,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,14-09-2020,Delayed,2,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,14-10-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,13-11-2020,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,13-12-2020,Delayed,1,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,12-01-2021,Delayed,9,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,11-02-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,13-03-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,12-04-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,12-05-2021,Delayed,1,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,11-06-2021,Delayed,8,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,11-07-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,10-08-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,09-09-2021,Delayed,4,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,09-10-2021,Delayed,4,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,08-11-2021,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,08-12-2021,Delayed,2,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,07-01-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,06-02-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,08-03-2022,Delayed,3,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,07-04-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,07-05-2022,Delayed,5,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,06-06-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,06-07-2022,Delayed,4,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,05-08-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,04-09-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,04-10-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,03-11-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,03-12-2022,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,02-01-2023,Delayed,1,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,01-02-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,03-03-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,02-04-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,02-05-2023,Delayed,2,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,01-06-2023,Delayed,10,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,01-07-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,31-07-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,30-08-2023,Delayed,3,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,29-09-2023,Delayed,1,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,29-10-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,28-11-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,28-12-2023,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,27-01-2024,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,26-02-2024,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,27-03-2024,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,26-04-2024,Delayed,3,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,26-05-2024,Delayed,10,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,25-06-2024,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,25-07-2024,Delayed,6,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,24-08-2024,Delayed,2,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,23-09-2024,Delayed,1,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,23-10-2024,On time,0,emma.clark@example.com,73301
Emma Clark,9C,15-12-2014,15-12-2024,22-11-2024,Delayed,1,emma.clark@example.com,73301
James Wilson,16D,15-12-2013,15-12-2024,15-12-2013,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,14-01-2014,Delayed,4,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,13-02-2014,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,15-03-2014,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,14-04-2014,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,14-05-2014,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,13-06-2014,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,13-07-2014,Delayed,8,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,12-08-2014,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,11-09-2014,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,11-10-2014,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,10-11-2014,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,10-12-2014,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,09-01-2015,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-02-2015,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,10-03-2015,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,09-04-2015,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,09-05-2015,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-06-2015,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-07-2015,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,07-08-2015,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,06-09-2015,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,06-10-2015,Delayed,4,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,05-11-2015,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,05-12-2015,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,04-01-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-02-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,04-03-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-04-2016,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-05-2016,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,02-06-2016,Delayed,4,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,02-07-2016,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,01-08-2016,Delayed,7,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,31-08-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,30-09-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,30-10-2016,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,29-11-2016,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,29-12-2016,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-01-2017,Delayed,4,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-02-2017,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,29-03-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-04-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-05-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-06-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-07-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,26-08-2017,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,25-09-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,25-10-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,24-11-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,24-12-2017,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,23-01-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,22-02-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,24-03-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,23-04-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,23-05-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,22-06-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,22-07-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,21-08-2018,Delayed,7,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,20-09-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,20-10-2018,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,19-11-2018,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,19-12-2018,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,18-01-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,17-02-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,19-03-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,18-04-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,18-05-2019,Delayed,8,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,17-06-2019,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,17-07-2019,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,16-08-2019,Delayed,2,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,15-09-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,15-10-2019,Delayed,2,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,14-11-2019,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,14-12-2019,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,13-01-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,12-02-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,13-03-2020,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,12-04-2020,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,12-05-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,11-06-2020,Delayed,7,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,11-07-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,10-08-2020,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,09-09-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,09-10-2020,Delayed,7,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-11-2020,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-12-2020,Delayed,4,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,07-01-2021,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,06-02-2021,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,08-03-2021,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,07-04-2021,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,07-05-2021,Delayed,5,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,06-06-2021,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,06-07-2021,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,05-08-2021,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,04-09-2021,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,04-10-2021,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-11-2021,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-12-2021,Delayed,8,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,02-01-2022,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,01-02-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,03-03-2022,Delayed,2,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,02-04-2022,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,02-05-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,01-06-2022,Delayed,9,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,01-07-2022,Delayed,2,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,31-07-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,30-08-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,29-09-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,29-10-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-11-2022,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-12-2022,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-01-2023,Delayed,8,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,26-02-2023,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,28-03-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-04-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,27-05-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,26-06-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,26-07-2023,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,25-08-2023,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,24-09-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,24-10-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,23-11-2023,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,23-12-2023,Delayed,3,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,22-01-2024,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,21-02-2024,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,22-03-2024,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,21-04-2024,On time,0,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,21-05-2024,Delayed,10,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,20-06-2024,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,20-07-2024,Delayed,6,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,19-08-2024,Delayed,2,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,18-09-2024,Delayed,1,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,18-10-2024,Delayed,7,james.wilson@example.com,32202
James Wilson,16D,15-12-2013,15-12-2024,17-11-2024,Delayed,8,james.wilson@example.com,32202
Charlotte Harris,2B,15-12-2012,15-12-2024,15-12-2012,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,14-01-2013,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,13-02-2013,Delayed,3,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,15-03-2013,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,14-04-2013,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,14-05-2013,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,13-06-2013,Delayed,6,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,13-07-2013,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,12-08-2013,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,11-09-2013,Delayed,8,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,11-10-2013,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,10-11-2013,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,10-12-2013,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,09-01-2014,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,08-02-2014,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,10-03-2014,Delayed,6,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,09-04-2014,Delayed,5,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,09-05-2014,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,08-06-2014,Delayed,6,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,08-07-2014,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,07-08-2014,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,06-09-2014,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,06-10-2014,Delayed,8,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,05-11-2014,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,05-12-2014,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,04-01-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,03-02-2015,Delayed,4,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,05-03-2015,Delayed,4,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,04-04-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,04-05-2015,Delayed,5,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,03-06-2015,Delayed,7,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,03-07-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,02-08-2015,Delayed,5,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,01-09-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,01-10-2015,Delayed,3,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,31-10-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,30-11-2015,Delayed,9,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,30-12-2015,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,29-01-2016,Delayed,4,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,28-02-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,29-03-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,28-04-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,28-05-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,27-06-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,27-07-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,26-08-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,25-09-2016,Delayed,9,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,25-10-2016,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,24-11-2016,Delayed,7,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,24-12-2016,Delayed,2,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,23-01-2017,Delayed,5,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,22-02-2017,Delayed,6,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,24-03-2017,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,23-04-2017,Delayed,7,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,23-05-2017,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,22-06-2017,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,22-07-2017,Delayed,7,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,21-08-2017,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,20-09-2017,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,20-10-2017,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,19-11-2017,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,19-12-2017,Delayed,9,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,18-01-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,17-02-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,19-03-2018,Delayed,10,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,18-04-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,18-05-2018,Delayed,4,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,17-06-2018,Delayed,9,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,17-07-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,16-08-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,15-09-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,15-10-2018,On time,0,charlotte.harris@example.com,76102
Charlotte Harris,2B,15-12-2012,15-12-2024,14-11-2018,Delayed,4,charlotte.harris@example.com,76102
